date,latitude,longitude,sic_value
2020-04-29,84.00421088611111,17.203367820833332,80
2020-04-30,83.93403189305555,17.470955177083333,70
2020-05-01,83.91875162777778,17.643655866666666,81
2020-05-02,83.90281212569444,17.582443086111113,86
2020-05-03,83.885700825,17.93743381736111,85
2020-05-04,83.90562149236112,18.31087769722222,88
2020-05-05,83.91918331805556,18.094488016666666,91
2020-05-06,83.92193725763889,17.655079042361113,94
2020-05-07,83.92939266944444,16.674989496527775,92
2020-05-08,83.85736348472223,15.224608794444444,91
2020-05-09,83.7704163763889,14.026005595138889,97
2020-05-10,83.65623205694445,13.471758063194445,95
2020-05-11,83.50067586319445,13.106061285416667,96
2020-05-12,83.41756448958333,12.603472266666666,93
2020-05-13,83.37157448125,10.69668793888889,100
2020-05-14,83.38519010555555,9.888470808333333,98
2020-05-15,83.38678222430556,9.336249654861112,91
2020-05-16,83.39043417708334,9.105960814583334,87
2020-05-17,83.36666099166666,9.017202575,91
2020-05-18,83.32382370069445,8.718868285416667,99
2020-05-19,83.25921788472222,8.94853539652778,99
2020-05-20,83.14584034027777,10.019916295833333,99
2020-05-21,83.0028528,11.186631359722222,95
2020-05-22,82.92765198402778,11.504849347916668,96
2020-05-23,82.80735759583334,10.671714684722224,72
2020-05-24,82.72670727777778,10.232350463194443,79
2020-05-25,82.5867741548611,8.951564952083334,98
2020-05-26,82.3498792298611,8.17462013125,100
2020-05-27,82.38335349166667,8.299374122222222,100
2020-05-28,82.35196556527778,8.576364914583333,100
2020-05-29,82.18340261736111,9.166966844444444,100
2020-05-30,81.94510379236111,9.439283167361111,100
2020-05-31,81.70196996666667,9.825135915972222,100
